"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"DIRS-1B-LTR_DR:Ngaro:LTR",130.485240491221,0.41828785477629,0.154585111608119,2.70587413254046,0.00681248614778978,0.0895124428269267
"DIRS-1C-LTR_DR:Ngaro:LTR",271.365861930413,0.175209997786953,0.0869404716869039,2.01528694734866,0.0438745917683138,0.232925843209791
"DIRS-1D-I_DR:Ngaro:LTR",1030.17424922631,1.18248645418772,0.522275665278499,2.26410405998367,0.0235677153387741,0.167116526947671
"DIRS-1D-LTR_DR:Ngaro:LTR",149.278984799516,-0.162062678431543,0.151339432153011,-1.07085560006391,0.284234362403363,0.548382480244174
"DIRS-1_DR:DIRS:LTR",342.788484550737,0.255539371899135,0.153235601008537,1.66762403917415,0.0953903830999207,0.326822713112243
"DIRS-2_DR:DIRS:LTR",159.154210182162,-0.312829163739756,0.399216193744327,-0.783608402268629,0.433269924068646,0.681140624814894
"DIRS-3_DR:DIRS:LTR",153.738252422437,0.0689400880580265,0.267072881248969,0.258132116355759,0.796304945997061,0.927906916172648
"DIRS-4N1_DR:Ngaro:LTR",630.209986335256,0.577764566912127,0.253870628306915,2.27582281087532,0.0228566168879357,0.165547210888334
"DIRS-4N2-LTR_DR:Ngaro:LTR",96.1247356096746,0.220066336850335,0.147708460487719,1.48986954520884,0.136258540640407,0.37577635305856
"DIRS-4N2_DR:Ngaro:LTR",830.348660093186,1.1286968720302,0.392118496456591,2.87845863490185,0.00399623685454547,0.072659522236596
"DIRS-4_DR:Ngaro:LTR",304.929889138513,0.241339516706388,0.178666778036713,1.35078003509302,0.176765905347697,0.432051285948908
"DIRS-5_DR:Ngaro:LTR",135.817670689563,0.314607742197656,0.125841306421636,2.50003556974807,0.0124180837525278,0.114472153864211
"DIRS-6_DR:Ngaro:LTR",1423.63172298437,1.11095980753009,0.404926716137307,2.74360708556797,0.00607682244932846,0.0893028690379574
"DIRS-7_DR:Ngaro:LTR",755.688402863227,0.740552335740404,0.278553370758333,2.65856533605868,0.00784741332067526,0.0925264779902874
"DIRS-8B_DR:Ngaro:LTR",385.171027345218,-0.0225644456656139,0.107040326214702,-0.210803222145961,0.833040824134703,0.946976900978239
"DIRS-8_DR:Ngaro:LTR",5717.68176846835,1.20566769330543,0.555673637367266,2.16974067551194,0.030026496788606,0.19643140479772
"DIRS-9B_DR:Ngaro:LTR",100.274398918013,-0.217038284358559,0.18881106217783,-1.14949983255824,0.250349935756789,0.51387618392183
"DIRS-9_DR:Ngaro:LTR",195.706089221553,0.887814704010719,0.427262699837683,2.07791296630387,NA,NA
"DIRS-N1_DR:Ngaro:LTR",3080.29442482828,1.33434904452875,0.497821820220119,2.68037476529001,0.00735397761615123,0.08984256991298
"DIRS-N3_DR:Ngaro:LTR",514.732600684089,0.718547346859995,0.23684378891544,3.03384500877301,0.00241458445229946,0.0587917530466368
"DIRS1_DR:DIRS:LTR",1971.26399776348,-0.838404141776183,0.324281573654115,-2.58542023319044,0.00972603747051922,0.103812652580068
"DIRS1a_DR:DIRS:LTR",1932.51662428261,-0.652226280094409,0.258111655446386,-2.52691525675751,0.0115069264572856,0.110547529900263
"DNA-1-10_DR:DNA:DNA",151.958589880859,0.164631526558913,0.124747123808374,1.31972202270415,0.186927844429992,0.448096534874733
"DNA-1-11_DR:DNA:DNA",943.198256998371,0.00236731689196297,0.0938780638562494,0.0252169334849931,0.979881930283205,0.991584441782586
"DNA-1-1_DR:PIF-Harbinger:DNA",827.885990250286,0.209633974949139,0.150096163354734,1.39666444673669,0.1625145003138,0.410946891067813
